scenario,geometry,run_id,beta_hat,deltaBIC_dbu_vs_null,deltaBIC_dbu_vs_nuis,eps_eff,phys_scale,temporal_tau
MZI_null,MZI,MZI_null_00104,0.04840778405071342,-4.481692830656969,0.5580395427235167,0.0,0.0,300
MZI_null,MZI,MZI_null_00105,0.22991083695038664,-2.326280445370573,0.20513516629682438,0.0,0.0,300
MZI_null,MZI,MZI_null_00106,0.10352159875666687,-3.2036614156575087,-0.32772255456874966,0.0,0.0,300
MZI_null,MZI,MZI_null_00107,0.0018888601172692289,-1.7069717043535049,-3.3190293515663996,0.0,0.0,300
MZI_null,MZI,MZI_null_00108,0.003676526138841407,-0.5060051262636507,3.353430823385125,0.0,0.0,300
MZI_null,MZI,MZI_null_00109,0.143890623912781,4.459547372534669,-3.3020426886641485,0.0,0.0,300
MZI_null,MZI,MZI_null_00110,0.13084809550810172,-1.4499739827849447,5.569408799653017,0.0,0.0,300
MZI_null,MZI,MZI_null_00111,-0.12124474280327271,-4.519165526542328,-2.7981779363320665,0.0,0.0,300
MZI_null,MZI,MZI_null_00112,-0.318584358646471,-3.5772650650422833,-3.2773979846610937,0.0,0.0,300
MZI_null,MZI,MZI_null_00113,0.022559067971431142,-0.9747320726685218,4.628512517647659,0.0,0.0,300
MZI_null,MZI,MZI_null_00114,0.14256357572790754,-3.730710966987209,-3.6952440140450737,0.0,0.0,300
MZI_null,MZI,MZI_null_00115,0.07378787572597585,-5.960699621061926,4.494376297563061,0.0,0.0,300
MZI_null,MZI,MZI_null_00116,0.17691601810819305,-3.4075269563141144,-6.139403587272632,0.0,0.0,300
MZI_null,MZI,MZI_null_00117,0.20308085612481191,-2.3436195357578535,2.7134489359203853,0.0,0.0,300
MZI_null,MZI,MZI_null_00118,-0.23916414881915504,-3.7981250688613186,-0.9842689008454505,0.0,0.0,300
MZI_null,MZI,MZI_null_00119,0.007047089064711308,-3.3501964144377308,0.8685497970424962,0.0,0.0,300
MZI_null,MZI,MZI_null_00120,-0.16014306440738915,-2.4271384550638806,-0.6391131048643034,0.0,0.0,300
MZI_null,MZI,MZI_null_00121,0.07716582510881236,0.1348446342666696,-4.3739262755136075,0.0,0.0,300
MZI_null,MZI,MZI_null_00122,-0.23011712561034334,1.8330304656955274,-0.003057964061225049,0.0,0.0,300
MZI_null,MZI,MZI_null_00123,-0.11227298048348304,2.6534559265675686,-0.652976097121424,0.0,0.0,300
MZI_null,MZI,MZI_null_00124,0.17689457760957397,-1.7974445557696732,5.182243774645961,0.0,0.0,300
MZI_null,MZI,MZI_null_00125,0.2633011263664807,-2.7468924454372203,1.9147128528630661,0.0,0.0,300
MZI_null,MZI,MZI_null_00126,0.09680639243777213,2.1058946725970458,-3.8947703817403134,0.0,0.0,300
MZI_null,MZI,MZI_null_00127,0.10290771899976589,1.1752734605487634,-6.276218459269343,0.0,0.0,300
MZI_null,MZI,MZI_null_00128,-0.17748877689986625,-8.117696533280302,-1.8082205033336733,0.0,0.0,300
MZI_null,MZI,MZI_null_00129,0.10763133836939434,2.5070711562880845,-0.7777156587406744,0.0,0.0,300
MZI_null,MZI,MZI_null_00130,0.24429233183569377,-6.140304374644674,-6.110147318065464,0.0,0.0,300
MZI_null,MZI,MZI_null_00131,-0.008332154834492816,-0.8478036531820781,-1.0980842442822794,0.0,0.0,300
MZI_null,MZI,MZI_null_00132,-0.31011631500598147,-2.2673601185383654,-4.91340850151456,0.0,0.0,300
MZI_null,MZI,MZI_null_00133,0.10045088232450576,-0.9002052617094551,-3.819639358982066,0.0,0.0,300
MZI_null,MZI,MZI_null_00134,-0.07708003760050403,-5.177640565666855,-1.1880372918195157,0.0,0.0,300
MZI_null,MZI,MZI_null_00135,0.14327134807518574,-4.957178139006631,0.5121395465535332,0.0,0.0,300
