time_s,eps_hat,V_eff
3087,2.045269336467146e-06,0.9289027218048895
3088,3.6026123391484535e-06,0.9218729508470652
3089,2.7419288905720762e-06,0.9239908898651936
3090,-3.249770187558882e-07,0.9349200289596339
3091,1.252166360795396e-06,0.9413483042335924
3092,-1.2335453286098618e-06,0.9397419702244807
3093,1.9774907398738372e-07,0.9505737606949802
3094,-7.693349685902166e-08,0.9456003946346863
3095,8.146683824995376e-07,0.9359713885036555
3096,2.456187082570391e-06,0.9255393385902813
3097,-9.245510096129705e-07,0.9376765909102578
3098,1.8600966532182086e-06,0.9298918665075921
3099,2.0522145479448207e-06,0.9245022408958733
3100,4.636697731450067e-07,0.9450022873278825
3101,4.48722030471684e-06,0.9014880336974026
3102,1.9183362160242336e-06,0.9331739580745515
3103,3.718149783655257e-06,0.9196163778582878
3104,1.701333771695054e-07,0.9430521392858079
3105,-1.3599136425128842e-06,0.9375807309805967
3106,2.5399349783056515e-06,0.9303197222796621
3107,4.934899763114871e-07,0.9452869729712657
3108,3.201636577079265e-06,0.9141676556497429
3109,-3.0607594869850157e-06,0.9251583945580426
3110,-9.500315041353094e-07,0.9390467550580994
3111,1.6454596777551963e-06,0.9312345016861052
3112,2.64667342843553e-06,0.9368899024071228
3113,-3.8291117421496315e-07,0.9468403451490611
3114,9.205328504582178e-07,0.9423586906072791
3115,-5.60462668099709e-08,0.9461886087605291
3116,-9.315699300687396e-08,0.9467611168655561
3117,1.9716041352519533e-07,0.935502308297101
3118,1.0547371211792458e-06,0.9379466606427276
3119,-2.407356501658463e-07,0.9480578184988298
3120,9.036633907737748e-07,0.9389750044383299
3121,9.265567937535399e-07,0.9378249618211223
3122,-9.639697050178581e-07,0.9501657190866909
3123,1.1639800907333393e-07,0.9501637282820549
3124,5.0802226345429945e-06,0.9
3125,1.6511500202720311e-06,0.9451219567824773
3126,-1.7360183751089738e-06,0.9393089284166812
3127,1.2689875491698937e-06,0.9347842252024612
3128,9.902505250440775e-07,0.9382883137224384
3129,3.442586993355587e-06,0.9154940772695519
3130,2.03254808760485e-06,0.9270299935294383
3131,1.3817269384118125e-06,0.9342686955643891
3132,-1.3667969215110742e-06,0.9428740701161021
3133,1.4712119541401318e-06,0.9391440046831825
3134,-2.56829453070142e-07,0.9533552729665463
3135,1.6633580948175937e-06,0.9341175794270655
3136,2.564558811757277e-06,0.9227081685194013
